"initial_alias","converted_alias","name","description","namespace"
"WBGENE00022699","ZK353.3","ZK353.3","Uncharacterized protein [Source:NCBI gene;Acc:191287]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00019920","acs-15","acs-15","fatty Acid CoA Synthetase family [Source:NCBI gene;Acc:187666]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00012451","Y17D7B.3","Y17D7B.3","Uncharacterized protein [Source:NCBI gene;Acc:189447]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00005592","srj-4","srj-4","Serpentine Receptor, class J [Source:NCBI gene;Acc:182952]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00009470","F36D3.4","F36D3.4","Major sperm protein [Source:NCBI gene;Acc:180107]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00004159","pqn-78","pqn-78","Prion-like-(Q/N-rich)-domain-bearing protein [Source:NCBI gene;Acc:190871]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00018061","arrd-19","arrd-19","Arrestin_C domain-containing protein [Source:NCBI gene;Acc:178764]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00005739","srv-28","srv-28","G_PROTEIN_RECEP_F1_2 domain-containing protein [Source:NCBI gene;Acc:3565289]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00005739","21ur-9404","21ur-9404","ncRNA [Source:NCBI gene;Acc:13195759]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00020116","moa-1","moa-1","Modifier Of Apl-1 activity [Source:NCBI gene;Acc:175340]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00019794","M151.2","M151.2","Uncharacterized protein [Source:NCBI gene;Acc:187479]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00015598","fbxa-163","fbxa-163","F-box domain-containing protein [Source:NCBI gene;Acc:182398]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00008462","E02H4.4","E02H4.4","Uncharacterized protein [Source:NCBI gene;Acc:183995]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00023513","srz-71","srz-71","Serpentine Receptor, class Z [Source:NCBI gene;Acc:3564811]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00022052","Y67D2.2","Y67D2.2","Ubiquitin carboxyl-terminal hydrolase [Source:NCBI gene;Acc:175310]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00006052","ssq-3","ssq-3","Sperm-Specific family, class Q [Source:NCBI gene;Acc:191964]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00077592","T25B2.3","T25B2.3","Uncharacterized protein [Source:NCBI gene;Acc:6418868]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00021698","frl-1","frl-1","FRL (Formin Related in Leukocytes) homolog [Source:NCBI gene;Acc:175346]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00021596","spsb-2","spsb-2","SPSB (SPry and Socs Box) family [Source:NCBI gene;Acc:266877]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00009029","F21H7.3","F21H7.3","Uncharacterized protein [Source:NCBI gene;Acc:259671]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00007288","C04A11.5","C04A11.5","Uncharacterized protein [Source:NCBI gene;Acc:3565535]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00020666","T22B2.2","T22B2.2","Uncharacterized protein [Source:NCBI gene;Acc:188717]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00019715","M01G5.1","M01G5.1","Uncharacterized protein [Source:NCBI gene;Acc:187377]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00008772","irld-4","irld-4","Recep_L_domain domain-containing protein [Source:NCBI gene;Acc:184432]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00014132","ZK896.1","ZK896.1","CUB_2 domain-containing protein [Source:NCBI gene;Acc:191449]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00005068","srb-3","srb-3","Serpentine receptor class beta-3 [Source:NCBI gene;Acc:191785]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00044355","ZK563.7","ZK563.7","Uncharacterized protein [Source:NCBI gene;Acc:3565372]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00048025","21ur-4155","21ur-4155","ncRNA [Source:NCBI gene;Acc:13209337]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00003671","nhr-81","nhr-81","Nuclear Hormone Receptor family [Source:NCBI gene;Acc:191728]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00011882","nstp-9","nstp-9","TPT domain-containing protein [Source:NCBI gene;Acc:188685]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00005488","srh-283","srh-283","Serpentine Receptor, class H [Source:NCBI gene;Acc:183527]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00017796","F25G6.1","F25G6.1","Uncharacterized protein [Source:NCBI gene;Acc:179239]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00021589","Y46D2A.1","Y46D2A.1","Uncharacterized protein [Source:NCBI gene;Acc:189951]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00015283","C01B10.9","C01B10.9","AP3A hydrolase [Source:NCBI gene;Acc:177430]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00174947","21ur-11734","21ur-11734","ncRNA [Source:NCBI gene;Acc:13202332]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00008902","phf-32","phf-32","PHD domain-containing protein [Source:NCBI gene;Acc:184600]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00219378","F43G6.17","F43G6.17","Hist_deacetyl domain-containing protein [Source:NCBI gene;Acc:24104581]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00011513","fbxa-197","fbxa-197","F-box A protein [Source:NCBI gene;Acc:188165]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00011487","T05E12.6","T05E12.6","CUB_2 domain-containing protein [Source:NCBI gene;Acc:180136]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00005613","srj-25","srj-25","Serpentine Receptor, class J [Source:NCBI gene;Acc:191943]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00021154","Y4C6A.4","Y4C6A.4","Uncharacterized protein [Source:NCBI gene;Acc:177328]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00006270","str-243","str-243","Seven TM Receptor [Source:NCBI gene;Acc:192043]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00016268","C30G4.2","C30G4.2","BTB domain-containing protein [Source:NCBI gene;Acc:181744]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00008778","nhr-264","nhr-264","Nuclear Hormone Receptor family [Source:NCBI gene;Acc:184443]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00011618","T08G3.6","T08G3.6","Uncharacterized protein [Source:NCBI gene;Acc:188297]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00269422","T01H10.11","T01H10.11","Uncharacterized protein [Source:NCBI gene;Acc:28661653]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00015403","clec-10","clec-10","C-type LECtin [Source:NCBI gene;Acc:173430]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00010954","clec-189","clec-189","C-type LECtin [Source:NCBI gene;Acc:3565781]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00013811","Y116A8C.38","Y116A8C.38","Tyrosine-protein kinase [Source:NCBI gene;Acc:178492]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00044203","T02E9.6","T02E9.6","Uncharacterized protein [Source:NCBI gene;Acc:3565878]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00022087","Y69A2AR.16","Y69A2AR.16","Uncharacterized protein [Source:NCBI gene;Acc:177039]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00017555","nep-10","nep-10","NEPrilysin metallopeptidase family [Source:NCBI gene;Acc:173684]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00016285","C31B8.12","C31B8.12","Methyltransf_21 domain-containing protein [Source:NCBI gene;Acc:183081]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00016635","C44B11.6","C44B11.6","Uncharacterized protein [Source:NCBI gene;Acc:259495]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00010085","F55B11.3","F55B11.3","Uncharacterized protein [Source:NCBI gene;Acc:178383]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00235110","T14G12.12","T14G12.12","Uncharacterized protein [Source:NCBI gene;Acc:24104897]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00019788","M116.1","M116.1","F-box domain-containing protein [Source:NCBI gene;Acc:177641]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00011840","srbc-62","srbc-62","Serpentine Receptor, class BC (class B-like) [Source:NCBI gene;Acc:188596]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00235363","F49F1.2","F49F1.2","Uncharacterized protein [Source:NCBI gene;Acc:24104610]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00173565","21ur-9186","21ur-9186","ncRNA [Source:NCBI gene;Acc:13207414]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00044419","fbxc-17","fbxc-17","F-box C protein [Source:NCBI gene;Acc:3565224]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00173989","21ur-5672","21ur-5672","ncRNA [Source:NCBI gene;Acc:13205038]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00012065","fbxb-2","fbxb-2","F-box domain-containing protein [Source:NCBI gene;Acc:188948]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00009747","F46A8.4","F46A8.4","Galectin [Source:NCBI gene;Acc:185820]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00007840","C31C9.6","C31C9.6","WH1 domain-containing protein [Source:NCBI gene;Acc:259475]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00015526","C06E1.11","C06E1.11","Uncharacterized protein [Source:NCBI gene;Acc:182318]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00013120","fipr-28","fipr-28","FIP (Fungus-Induced Protein) Related [Source:NCBI gene;Acc:178462]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00008472","E03H4.4","E03H4.4","Uncharacterized protein [Source:NCBI gene;Acc:184019]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00018122","ttbk-2","ttbk-2","Protein kinase domain-containing protein [Source:NCBI gene;Acc:177304]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00077684","Y26D4A.21","Y26D4A.21","Uncharacterized protein [Source:NCBI gene;Acc:6418607]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00194734","nsph-4.3","nsph-4.3","Nematode Specific Peptide family [Source:NCBI gene;Acc:13190196]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00007766","C27C7.1","C27C7.1","Uncharacterized protein [Source:NCBI gene;Acc:173029]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00001816","haf-6","haf-6","HAlF transporter (PGP related) [Source:NCBI gene;Acc:171694]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00000708","col-135","col-135","COLlagen [Source:NCBI gene;Acc:3565413]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00012571","Y37H2A.11","Y37H2A.11","Uncharacterized protein [Source:NCBI gene;Acc:189634]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00021974","Y57G7A.11","Y57G7A.11","Uncharacterized protein [Source:NCBI gene;Acc:259416]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00013060","Y51A2A.4","Y51A2A.4","Uncharacterized protein [Source:NCBI gene;Acc:190120]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00305112","F22E5.23","F22E5.23","Uncharacterized protein [Source:NCBI gene;Acc:43578479]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00015797","C15F1.8","C15F1.8","Uncharacterized protein [Source:NCBI gene;Acc:174142]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00013233","sdz-33","sdz-33","FBA_2 domain-containing protein [Source:NCBI gene;Acc:176621]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00013186","Y53H1C.3","Y53H1C.3","WSN domain-containing protein [Source:NCBI gene;Acc:190252]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00010534","fbxa-102","fbxa-102","F-box domain-containing protein [Source:NCBI gene;Acc:186946]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00018444","fbxb-48","fbxb-48","F-box domain-containing protein [Source:NCBI gene;Acc:185775]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00022444","Y110A2AL.7","Y110A2AL.7","Uncharacterized protein [Source:NCBI gene;Acc:190938]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00048570","21ur-1705","21ur-1705","ncRNA [Source:NCBI gene;Acc:13202345]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00017867","slc-28.1","slc-28.1","Nucleos_tra2_C domain-containing protein; Sodium/nucleoside cotransporter [Source:NCBI gene;Acc:178770]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00005979","srx-88","srx-88","G_PROTEIN_RECEP_F1_2 domain-containing protein [Source:NCBI gene;Acc:185689]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00004352","rgs-9","rgs-9","Regulator of G-protein signaling rgs-9 [Source:NCBI gene;Acc:180506]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00219368","F14H12.17","F14H12.17","Uncharacterized protein [Source:NCBI gene;Acc:13220267]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00011491","T05F1.5","T05F1.5","Uncharacterized protein [Source:NCBI gene;Acc:172808]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00020787","T25B6.1","T25B6.1","Uncharacterized protein [Source:NCBI gene;Acc:188874]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00007812","C29F7.3","C29F7.3","UMP-CMP kinase 1 [Source:NCBI gene;Acc:181464]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00016786","cyp-35A4","cyp-35A4","CYtochrome P450 family [Source:NCBI gene;Acc:183622]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00013479","Y69H2.1","Y69H2.1","Uncharacterized protein [Source:NCBI gene;Acc:190556]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00022426","Y104H12D.2","Y104H12D.2","Uncharacterized protein [Source:NCBI gene;Acc:3564762]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00013777","Y116A8A.7","Y116A8A.7","Major sperm protein [Source:NCBI gene;Acc:190987]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00000859","cwp-1","cwp-1","Coexpressed With Polycystins [Source:NCBI gene;Acc:178876]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00007328","pho-10","pho-10","Putative acid phosphatase 10 [Source:NCBI gene;Acc:182251]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00007328","C05C10.8","C05C10.8","Uncharacterized protein [Source:NCBI gene;Acc:7040144]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00045382","T05E12.8","T05E12.8","Uncharacterized protein [Source:NCBI gene;Acc:6418736]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00016742","C48B6.4","C48B6.4","Tyrosine-protein phosphatase domain-containing protein [Source:NCBI gene;Acc:183570]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00007381","C06C6.7","C06C6.7","WSN domain-containing protein [Source:NCBI gene;Acc:182310]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00020035","egg-5","egg-5","Inactive protein-tyrosine phosphatase egg-5 [Source:NCBI gene;Acc:172007]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00006484","tag-138","tag-138","ENTH domain-containing protein [Source:NCBI gene;Acc:184169]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00019981","srbc-59","srbc-59","Serpentine Receptor, class BC (class B-like) [Source:NCBI gene;Acc:187745]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00000819","csp-1","csp-1","Caspase A subunit p16 [Source:NCBI gene;Acc:175007]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00012414","Y7A5A.8","Y7A5A.8","Uncharacterized protein [Source:NCBI gene;Acc:189387]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00194704","T07H3.8","T07H3.8","Uncharacterized protein [Source:NCBI gene;Acc:13183664]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00003713","nhr-123","nhr-123","Nuclear Hormone Receptor family [Source:NCBI gene;Acc:187411]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00020127","R193.1","R193.1","Uncharacterized protein [Source:NCBI gene;Acc:187920]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00020076","R52.4","R52.4","Uncharacterized protein [Source:NCBI gene;Acc:187878]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00044525","Y73C8B.5","Y73C8B.5","Uncharacterized protein [Source:NCBI gene;Acc:3896865]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00009395","clec-64","clec-64","C-type LECtin [Source:NCBI gene;Acc:185264]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00023191","None","None","None",""
"WBGENE00005451","srh-245","srh-245","Serpentine Receptor, class H [Source:NCBI gene;Acc:191892]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00013388","Y62F5A.10","Y62F5A.10","Uncharacterized protein [Source:NCBI gene;Acc:3564988]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00047277","21ur-3218","21ur-3218","ncRNA [Source:NCBI gene;Acc:13209289]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00009517","clec-167","clec-167","C-type lectin domain-containing protein [Source:NCBI gene;Acc:185434]","AGILENT_GPL13394,ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00005555","sri-43","sri-43","Serpentine Receptor, class I [Source:NCBI gene;Acc:191916]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC,WORMBASE_LOCUS_ACC"
"WBGENE00206414","F31D5.7","F31D5.7","F-box domain-containing protein [Source:NCBI gene;Acc:13184583]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00012798","Y43F4A.3","Y43F4A.3","Uncharacterized protein [Source:NCBI gene;Acc:189860]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
"WBGENE00044155","None","None","None",""
"WBGENE00008984","F20E11.7","F20E11.7","Uncharacterized protein [Source:NCBI gene;Acc:184735]","ARRAYEXPRESS,ENSG,WORMBASE_GENE,WORMBASE_GSEQNAME_ACC"
